
 ================ Running training with num_iterations = 22500 ================
================= Epoch number = 1 ,Size: 0.1053 =================

================= Epoch number = 1 ,Size: 0.1067 =================

================= Epoch number = 1 ,Size: 0.1080 =================
New best validation accuracy: 0.1398 at iteration 80






================= Epoch number = 1 ,Size: 0.1093 =================

================= Epoch number = 1 ,Size: 0.1107 =================

================= Epoch number = 1 ,Size: 0.1120 =================

================= Epoch number = 1 ,Size: 0.1133 =================

================= Epoch number = 1 ,Size: 0.1147 =================

================= Epoch number = 1 ,Size: 0.1160 =================

================= Epoch number = 1 ,Size: 0.1173 =================

================= Epoch number = 1 ,Size: 0.1187 =================

================= Epoch number = 1 ,Size: 0.1200 =================

================= Epoch number = 1 ,Size: 0.1213 =================
New best validation accuracy: 0.1576 at iteration 90






================= Epoch number = 1 ,Size: 0.1227 =================

================= Epoch number = 1 ,Size: 0.1240 =================

================= Epoch number = 1 ,Size: 0.1253 =================

================= Epoch number = 1 ,Size: 0.1267 =================

================= Epoch number = 1 ,Size: 0.1280 =================
New best validation accuracy: 0.1614 at iteration 95






================= Epoch number = 1 ,Size: 0.1293 =================

================= Epoch number = 1 ,Size: 0.1307 =================

================= Epoch number = 1 ,Size: 0.1320 =================

================= Epoch number = 1 ,Size: 0.1333 =================

================= Epoch number = 1 ,Size: 0.1347 =================
New best validation accuracy: 0.1715 at iteration 100






================= Epoch number = 1 ,Size: 0.1360 =================

================= Epoch number = 1 ,Size: 0.1373 =================

================= Epoch number = 1 ,Size: 0.1387 =================

================= Epoch number = 1 ,Size: 0.1400 =================

================= Epoch number = 1 ,Size: 0.1413 =================
New best validation accuracy: 0.1840 at iteration 105






================= Epoch number = 1 ,Size: 0.1427 =================

================= Epoch number = 1 ,Size: 0.1440 =================

================= Epoch number = 1 ,Size: 0.1453 =================

================= Epoch number = 1 ,Size: 0.1467 =================

================= Epoch number = 1 ,Size: 0.1480 =================
New best validation accuracy: 0.1950 at iteration 110






================= Epoch number = 1 ,Size: 0.1493 =================

================= Epoch number = 1 ,Size: 0.1507 =================

================= Epoch number = 1 ,Size: 0.1520 =================

================= Epoch number = 1 ,Size: 0.1533 =================

================= Epoch number = 1 ,Size: 0.1547 =================
New best validation accuracy: 0.1997 at iteration 115






================= Epoch number = 1 ,Size: 0.1560 =================

================= Epoch number = 1 ,Size: 0.1573 =================

================= Epoch number = 1 ,Size: 0.1587 =================

================= Epoch number = 1 ,Size: 0.1600 =================

================= Epoch number = 1 ,Size: 0.1613 =================
New best validation accuracy: 0.2036 at iteration 120






================= Epoch number = 1 ,Size: 0.1627 =================

================= Epoch number = 1 ,Size: 0.1640 =================

================= Epoch number = 1 ,Size: 0.1653 =================

================= Epoch number = 1 ,Size: 0.1667 =================

================= Epoch number = 1 ,Size: 0.1680 =================
New best validation accuracy: 0.2102 at iteration 125






================= Epoch number = 1 ,Size: 0.1693 =================

================= Epoch number = 1 ,Size: 0.1707 =================

================= Epoch number = 1 ,Size: 0.1720 =================

================= Epoch number = 1 ,Size: 0.1733 =================

================= Epoch number = 1 ,Size: 0.1747 =================
New best validation accuracy: 0.2132 at iteration 130






================= Epoch number = 1 ,Size: 0.1760 =================

================= Epoch number = 1 ,Size: 0.1773 =================

================= Epoch number = 1 ,Size: 0.1787 =================

================= Epoch number = 1 ,Size: 0.1800 =================

================= Epoch number = 1 ,Size: 0.1813 =================
New best validation accuracy: 0.2190 at iteration 135






================= Epoch number = 1 ,Size: 0.1827 =================

================= Epoch number = 1 ,Size: 0.1840 =================

================= Epoch number = 1 ,Size: 0.1853 =================

================= Epoch number = 1 ,Size: 0.1867 =================

================= Epoch number = 1 ,Size: 0.1880 =================
New best validation accuracy: 0.2220 at iteration 140






================= Epoch number = 1 ,Size: 0.1893 =================

================= Epoch number = 1 ,Size: 0.1907 =================

================= Epoch number = 1 ,Size: 0.1920 =================

================= Epoch number = 1 ,Size: 0.1933 =================

================= Epoch number = 1 ,Size: 0.1947 =================
New best validation accuracy: 0.2255 at iteration 145






================= Epoch number = 1 ,Size: 0.1960 =================

================= Epoch number = 1 ,Size: 0.1973 =================

================= Epoch number = 1 ,Size: 0.1987 =================

================= Epoch number = 1 ,Size: 0.2000 =================

================= Epoch number = 1 ,Size: 0.2013 =================
New best validation accuracy: 0.2269 at iteration 150






================= Epoch number = 1 ,Size: 0.2027 =================

================= Epoch number = 1 ,Size: 0.2040 =================

================= Epoch number = 1 ,Size: 0.2053 =================

================= Epoch number = 1 ,Size: 0.2067 =================

================= Epoch number = 1 ,Size: 0.2080 =================
New best validation accuracy: 0.2282 at iteration 155






================= Epoch number = 1 ,Size: 0.2093 =================

================= Epoch number = 1 ,Size: 0.2107 =================

================= Epoch number = 1 ,Size: 0.2120 =================

================= Epoch number = 1 ,Size: 0.2133 =================

================= Epoch number = 1 ,Size: 0.2147 =================
New best validation accuracy: 0.2302 at iteration 160






================= Epoch number = 1 ,Size: 0.2160 =================

================= Epoch number = 1 ,Size: 0.2173 =================

================= Epoch number = 1 ,Size: 0.2187 =================

================= Epoch number = 1 ,Size: 0.2200 =================

================= Epoch number = 1 ,Size: 0.2213 =================
New best validation accuracy: 0.2318 at iteration 165






================= Epoch number = 1 ,Size: 0.2227 =================

================= Epoch number = 1 ,Size: 0.2240 =================

================= Epoch number = 1 ,Size: 0.2253 =================

================= Epoch number = 1 ,Size: 0.2267 =================

================= Epoch number = 1 ,Size: 0.2280 =================
New best validation accuracy: 0.2347 at iteration 170






================= Epoch number = 1 ,Size: 0.2293 =================

================= Epoch number = 1 ,Size: 0.2307 =================

================= Epoch number = 1 ,Size: 0.2320 =================

================= Epoch number = 1 ,Size: 0.2333 =================

================= Epoch number = 1 ,Size: 0.2347 =================

================= Epoch number = 1 ,Size: 0.2360 =================

================= Epoch number = 1 ,Size: 0.2373 =================

================= Epoch number = 1 ,Size: 0.2387 =================

================= Epoch number = 1 ,Size: 0.2400 =================

================= Epoch number = 1 ,Size: 0.2413 =================

================= Epoch number = 1 ,Size: 0.2427 =================

================= Epoch number = 1 ,Size: 0.2440 =================

================= Epoch number = 1 ,Size: 0.2453 =================

================= Epoch number = 1 ,Size: 0.2467 =================

================= Epoch number = 1 ,Size: 0.2480 =================
New best validation accuracy: 0.2357 at iteration 185






================= Epoch number = 1 ,Size: 0.2493 =================

================= Epoch number = 1 ,Size: 0.2507 =================

================= Epoch number = 1 ,Size: 0.2520 =================

================= Epoch number = 1 ,Size: 0.2533 =================

================= Epoch number = 1 ,Size: 0.2547 =================
New best validation accuracy: 0.2403 at iteration 190






================= Epoch number = 1 ,Size: 0.2560 =================

================= Epoch number = 1 ,Size: 0.2573 =================

================= Epoch number = 1 ,Size: 0.2587 =================

================= Epoch number = 1 ,Size: 0.2600 =================

================= Epoch number = 1 ,Size: 0.2613 =================
New best validation accuracy: 0.2409 at iteration 195






================= Epoch number = 1 ,Size: 0.2627 =================

================= Epoch number = 1 ,Size: 0.2640 =================

================= Epoch number = 1 ,Size: 0.2653 =================

================= Epoch number = 1 ,Size: 0.2667 =================

================= Epoch number = 1 ,Size: 0.2680 =================
New best validation accuracy: 0.2418 at iteration 200






================= Epoch number = 1 ,Size: 0.2693 =================

================= Epoch number = 1 ,Size: 0.2707 =================

================= Epoch number = 1 ,Size: 0.2720 =================

================= Epoch number = 1 ,Size: 0.2733 =================

================= Epoch number = 1 ,Size: 0.2747 =================

================= Epoch number = 1 ,Size: 0.2760 =================

================= Epoch number = 1 ,Size: 0.2773 =================

================= Epoch number = 1 ,Size: 0.2787 =================

================= Epoch number = 1 ,Size: 0.2800 =================

================= Epoch number = 1 ,Size: 0.2813 =================
New best validation accuracy: 0.2437 at iteration 210






================= Epoch number = 1 ,Size: 0.2827 =================

================= Epoch number = 1 ,Size: 0.2840 =================

================= Epoch number = 1 ,Size: 0.2853 =================

================= Epoch number = 1 ,Size: 0.2867 =================

================= Epoch number = 1 ,Size: 0.2880 =================
New best validation accuracy: 0.2442 at iteration 215






================= Epoch number = 1 ,Size: 0.2893 =================

================= Epoch number = 1 ,Size: 0.2907 =================

================= Epoch number = 1 ,Size: 0.2920 =================

================= Epoch number = 1 ,Size: 0.2933 =================

================= Epoch number = 1 ,Size: 0.2947 =================

================= Epoch number = 1 ,Size: 0.2960 =================

================= Epoch number = 1 ,Size: 0.2973 =================

================= Epoch number = 1 ,Size: 0.2987 =================

================= Epoch number = 1 ,Size: 0.3000 =================

================= Epoch number = 1 ,Size: 0.3013 =================
New best validation accuracy: 0.2454 at iteration 225






================= Epoch number = 1 ,Size: 0.3027 =================

================= Epoch number = 1 ,Size: 0.3040 =================

================= Epoch number = 1 ,Size: 0.3053 =================

================= Epoch number = 1 ,Size: 0.3067 =================

================= Epoch number = 1 ,Size: 0.3080 =================

================= Epoch number = 1 ,Size: 0.3093 =================

================= Epoch number = 1 ,Size: 0.3107 =================

================= Epoch number = 1 ,Size: 0.3120 =================

================= Epoch number = 1 ,Size: 0.3133 =================

================= Epoch number = 1 ,Size: 0.3147 =================
New best validation accuracy: 0.2462 at iteration 235






================= Epoch number = 1 ,Size: 0.3160 =================

================= Epoch number = 1 ,Size: 0.3173 =================

================= Epoch number = 1 ,Size: 0.3187 =================

================= Epoch number = 1 ,Size: 0.3200 =================

================= Epoch number = 1 ,Size: 0.3213 =================
New best validation accuracy: 0.2496 at iteration 240






================= Epoch number = 1 ,Size: 0.3227 =================

================= Epoch number = 1 ,Size: 0.3240 =================

================= Epoch number = 1 ,Size: 0.3253 =================

================= Epoch number = 1 ,Size: 0.3267 =================

================= Epoch number = 1 ,Size: 0.3280 =================

================= Epoch number = 1 ,Size: 0.3293 =================

================= Epoch number = 1 ,Size: 0.3307 =================

================= Epoch number = 1 ,Size: 0.3320 =================

================= Epoch number = 1 ,Size: 0.3333 =================

================= Epoch number = 1 ,Size: 0.3347 =================
New best validation accuracy: 0.2515 at iteration 250






================= Epoch number = 1 ,Size: 0.3360 =================

================= Epoch number = 1 ,Size: 0.3373 =================

================= Epoch number = 1 ,Size: 0.3387 =================

================= Epoch number = 1 ,Size: 0.3400 =================

================= Epoch number = 1 ,Size: 0.3413 =================
New best validation accuracy: 0.2573 at iteration 255






================= Epoch number = 1 ,Size: 0.3427 =================

================= Epoch number = 1 ,Size: 0.3440 =================

================= Epoch number = 1 ,Size: 0.3453 =================

================= Epoch number = 1 ,Size: 0.3467 =================

================= Epoch number = 1 ,Size: 0.3480 =================
New best validation accuracy: 0.2584 at iteration 260






================= Epoch number = 1 ,Size: 0.3493 =================

================= Epoch number = 1 ,Size: 0.3507 =================

================= Epoch number = 1 ,Size: 0.3520 =================

================= Epoch number = 1 ,Size: 0.3533 =================

================= Epoch number = 1 ,Size: 0.3547 =================

================= Epoch number = 1 ,Size: 0.3560 =================

================= Epoch number = 1 ,Size: 0.3573 =================

================= Epoch number = 1 ,Size: 0.3587 =================

================= Epoch number = 1 ,Size: 0.3600 =================

================= Epoch number = 1 ,Size: 0.3613 =================
New best validation accuracy: 0.2605 at iteration 270






================= Epoch number = 1 ,Size: 0.3627 =================

================= Epoch number = 1 ,Size: 0.3640 =================

================= Epoch number = 1 ,Size: 0.3653 =================

================= Epoch number = 1 ,Size: 0.3667 =================

================= Epoch number = 1 ,Size: 0.3680 =================

================= Epoch number = 1 ,Size: 0.3693 =================

================= Epoch number = 1 ,Size: 0.3707 =================

================= Epoch number = 1 ,Size: 0.3720 =================

================= Epoch number = 1 ,Size: 0.3733 =================

================= Epoch number = 1 ,Size: 0.3747 =================

================= Epoch number = 1 ,Size: 0.3760 =================

================= Epoch number = 1 ,Size: 0.3773 =================

================= Epoch number = 1 ,Size: 0.3787 =================

================= Epoch number = 1 ,Size: 0.3800 =================

================= Epoch number = 1 ,Size: 0.3813 =================

================= Epoch number = 1 ,Size: 0.3827 =================

================= Epoch number = 1 ,Size: 0.3840 =================

================= Epoch number = 1 ,Size: 0.3853 =================

================= Epoch number = 1 ,Size: 0.3867 =================

================= Epoch number = 1 ,Size: 0.3880 =================

================= Epoch number = 1 ,Size: 0.3893 =================

================= Epoch number = 1 ,Size: 0.3907 =================

================= Epoch number = 1 ,Size: 0.3920 =================

================= Epoch number = 1 ,Size: 0.3933 =================

================= Epoch number = 1 ,Size: 0.3947 =================

================= Epoch number = 1 ,Size: 0.3960 =================

================= Epoch number = 1 ,Size: 0.3973 =================

================= Epoch number = 1 ,Size: 0.3987 =================

================= Epoch number = 1 ,Size: 0.4000 =================

================= Epoch number = 1 ,Size: 0.4013 =================
New best validation accuracy: 0.2632 at iteration 300






================= Epoch number = 1 ,Size: 0.4027 =================

================= Epoch number = 1 ,Size: 0.4040 =================

================= Epoch number = 1 ,Size: 0.4053 =================

================= Epoch number = 1 ,Size: 0.4067 =================

================= Epoch number = 1 ,Size: 0.4080 =================

================= Epoch number = 1 ,Size: 0.4093 =================

================= Epoch number = 1 ,Size: 0.4107 =================

================= Epoch number = 1 ,Size: 0.4120 =================

================= Epoch number = 1 ,Size: 0.4133 =================

================= Epoch number = 1 ,Size: 0.4147 =================

================= Epoch number = 1 ,Size: 0.4160 =================

================= Epoch number = 1 ,Size: 0.4173 =================

================= Epoch number = 1 ,Size: 0.4187 =================

================= Epoch number = 1 ,Size: 0.4200 =================

================= Epoch number = 1 ,Size: 0.4213 =================

================= Epoch number = 1 ,Size: 0.4227 =================

================= Epoch number = 1 ,Size: 0.4240 =================

================= Epoch number = 1 ,Size: 0.4253 =================

================= Epoch number = 1 ,Size: 0.4267 =================

================= Epoch number = 1 ,Size: 0.4280 =================

================= Epoch number = 1 ,Size: 0.4293 =================

================= Epoch number = 1 ,Size: 0.4307 =================

================= Epoch number = 1 ,Size: 0.4320 =================

================= Epoch number = 1 ,Size: 0.4333 =================

================= Epoch number = 1 ,Size: 0.4347 =================
New best validation accuracy: 0.2645 at iteration 325






================= Epoch number = 1 ,Size: 0.4360 =================

================= Epoch number = 1 ,Size: 0.4373 =================

================= Epoch number = 1 ,Size: 0.4387 =================

================= Epoch number = 1 ,Size: 0.4400 =================

================= Epoch number = 1 ,Size: 0.4413 =================
New best validation accuracy: 0.2647 at iteration 330






================= Epoch number = 1 ,Size: 0.4427 =================

================= Epoch number = 1 ,Size: 0.4440 =================

================= Epoch number = 1 ,Size: 0.4453 =================

================= Epoch number = 1 ,Size: 0.4467 =================

================= Epoch number = 1 ,Size: 0.4480 =================
New best validation accuracy: 0.2652 at iteration 335






================= Epoch number = 1 ,Size: 0.4493 =================

================= Epoch number = 1 ,Size: 0.4507 =================

================= Epoch number = 1 ,Size: 0.4520 =================

================= Epoch number = 1 ,Size: 0.4533 =================

================= Epoch number = 1 ,Size: 0.4547 =================
New best validation accuracy: 0.2674 at iteration 340






================= Epoch number = 1 ,Size: 0.4560 =================

================= Epoch number = 1 ,Size: 0.4573 =================

================= Epoch number = 1 ,Size: 0.4587 =================

================= Epoch number = 1 ,Size: 0.4600 =================

================= Epoch number = 1 ,Size: 0.4613 =================
New best validation accuracy: 0.2680 at iteration 345






================= Epoch number = 1 ,Size: 0.4627 =================

================= Epoch number = 1 ,Size: 0.4640 =================

================= Epoch number = 1 ,Size: 0.4653 =================

================= Epoch number = 1 ,Size: 0.4667 =================

================= Epoch number = 1 ,Size: 0.4680 =================
New best validation accuracy: 0.2717 at iteration 350






================= Epoch number = 1 ,Size: 0.4693 =================

================= Epoch number = 1 ,Size: 0.4707 =================

================= Epoch number = 1 ,Size: 0.4720 =================

================= Epoch number = 1 ,Size: 0.4733 =================

================= Epoch number = 1 ,Size: 0.4747 =================

================= Epoch number = 1 ,Size: 0.4760 =================

================= Epoch number = 1 ,Size: 0.4773 =================

================= Epoch number = 1 ,Size: 0.4787 =================

================= Epoch number = 1 ,Size: 0.4800 =================

================= Epoch number = 1 ,Size: 0.4813 =================
New best validation accuracy: 0.2722 at iteration 360






================= Epoch number = 1 ,Size: 0.4827 =================

================= Epoch number = 1 ,Size: 0.4840 =================

================= Epoch number = 1 ,Size: 0.4853 =================

================= Epoch number = 1 ,Size: 0.4867 =================

================= Epoch number = 1 ,Size: 0.4880 =================
New best validation accuracy: 0.2728 at iteration 365






================= Epoch number = 1 ,Size: 0.4893 =================

================= Epoch number = 1 ,Size: 0.4907 =================

================= Epoch number = 1 ,Size: 0.4920 =================

================= Epoch number = 1 ,Size: 0.4933 =================

================= Epoch number = 1 ,Size: 0.4947 =================
New best validation accuracy: 0.2748 at iteration 370






================= Epoch number = 1 ,Size: 0.4960 =================

================= Epoch number = 1 ,Size: 0.4973 =================

================= Epoch number = 1 ,Size: 0.4987 =================

================= Epoch number = 1 ,Size: 0.5000 =================

================= Epoch number = 1 ,Size: 0.5013 =================
New best validation accuracy: 0.2784 at iteration 375






================= Epoch number = 1 ,Size: 0.5027 =================

================= Epoch number = 1 ,Size: 0.5040 =================

================= Epoch number = 1 ,Size: 0.5053 =================

================= Epoch number = 1 ,Size: 0.5067 =================

================= Epoch number = 1 ,Size: 0.5080 =================

================= Epoch number = 1 ,Size: 0.5093 =================

================= Epoch number = 1 ,Size: 0.5107 =================

================= Epoch number = 1 ,Size: 0.5120 =================

================= Epoch number = 1 ,Size: 0.5133 =================

================= Epoch number = 1 ,Size: 0.5147 =================

================= Epoch number = 1 ,Size: 0.5160 =================

================= Epoch number = 1 ,Size: 0.5173 =================

================= Epoch number = 1 ,Size: 0.5187 =================

================= Epoch number = 1 ,Size: 0.5200 =================

================= Epoch number = 1 ,Size: 0.5213 =================

================= Epoch number = 1 ,Size: 0.5227 =================

================= Epoch number = 1 ,Size: 0.5240 =================

================= Epoch number = 1 ,Size: 0.5253 =================

================= Epoch number = 1 ,Size: 0.5267 =================

================= Epoch number = 1 ,Size: 0.5280 =================

================= Epoch number = 1 ,Size: 0.5293 =================

================= Epoch number = 1 ,Size: 0.5307 =================

================= Epoch number = 1 ,Size: 0.5320 =================

================= Epoch number = 1 ,Size: 0.5333 =================

================= Epoch number = 1 ,Size: 0.5347 =================
New best validation accuracy: 0.2795 at iteration 400






================= Epoch number = 1 ,Size: 0.5360 =================

================= Epoch number = 1 ,Size: 0.5373 =================

================= Epoch number = 1 ,Size: 0.5387 =================

================= Epoch number = 1 ,Size: 0.5400 =================

================= Epoch number = 1 ,Size: 0.5413 =================
New best validation accuracy: 0.2797 at iteration 405






================= Epoch number = 1 ,Size: 0.5427 =================

================= Epoch number = 1 ,Size: 0.5440 =================

================= Epoch number = 1 ,Size: 0.5453 =================

================= Epoch number = 1 ,Size: 0.5467 =================

================= Epoch number = 1 ,Size: 0.5480 =================

================= Epoch number = 1 ,Size: 0.5493 =================

================= Epoch number = 1 ,Size: 0.5507 =================

================= Epoch number = 1 ,Size: 0.5520 =================

================= Epoch number = 1 ,Size: 0.5533 =================

================= Epoch number = 1 ,Size: 0.5547 =================

================= Epoch number = 1 ,Size: 0.5560 =================

================= Epoch number = 1 ,Size: 0.5573 =================

================= Epoch number = 1 ,Size: 0.5587 =================

================= Epoch number = 1 ,Size: 0.5600 =================

================= Epoch number = 1 ,Size: 0.5613 =================

================= Epoch number = 1 ,Size: 0.5627 =================

================= Epoch number = 1 ,Size: 0.5640 =================

================= Epoch number = 1 ,Size: 0.5653 =================

================= Epoch number = 1 ,Size: 0.5667 =================

================= Epoch number = 1 ,Size: 0.5680 =================

================= Epoch number = 1 ,Size: 0.5693 =================

================= Epoch number = 1 ,Size: 0.5707 =================

================= Epoch number = 1 ,Size: 0.5720 =================

================= Epoch number = 1 ,Size: 0.5733 =================

================= Epoch number = 1 ,Size: 0.5747 =================

================= Epoch number = 1 ,Size: 0.5760 =================

================= Epoch number = 1 ,Size: 0.5773 =================

================= Epoch number = 1 ,Size: 0.5787 =================

================= Epoch number = 1 ,Size: 0.5800 =================

================= Epoch number = 1 ,Size: 0.5813 =================

================= Epoch number = 1 ,Size: 0.5827 =================

================= Epoch number = 1 ,Size: 0.5840 =================

================= Epoch number = 1 ,Size: 0.5853 =================

================= Epoch number = 1 ,Size: 0.5867 =================

================= Epoch number = 1 ,Size: 0.5880 =================
New best validation accuracy: 0.2813 at iteration 440






================= Epoch number = 1 ,Size: 0.5893 =================

================= Epoch number = 1 ,Size: 0.5907 =================

================= Epoch number = 1 ,Size: 0.5920 =================

================= Epoch number = 1 ,Size: 0.5933 =================

================= Epoch number = 1 ,Size: 0.5947 =================
New best validation accuracy: 0.2825 at iteration 445






================= Epoch number = 1 ,Size: 0.5960 =================

================= Epoch number = 1 ,Size: 0.5973 =================

================= Epoch number = 1 ,Size: 0.5987 =================

================= Epoch number = 1 ,Size: 0.6000 =================

================= Epoch number = 1 ,Size: 0.6013 =================
New best validation accuracy: 0.2833 at iteration 450






================= Epoch number = 1 ,Size: 0.6027 =================

================= Epoch number = 1 ,Size: 0.6040 =================

================= Epoch number = 1 ,Size: 0.6053 =================

================= Epoch number = 1 ,Size: 0.6067 =================

================= Epoch number = 1 ,Size: 0.6080 =================
New best validation accuracy: 0.2847 at iteration 455






================= Epoch number = 1 ,Size: 0.6093 =================

================= Epoch number = 1 ,Size: 0.6107 =================

================= Epoch number = 1 ,Size: 0.6120 =================

================= Epoch number = 1 ,Size: 0.6133 =================

================= Epoch number = 1 ,Size: 0.6147 =================
New best validation accuracy: 0.2853 at iteration 460






================= Epoch number = 1 ,Size: 0.6160 =================

================= Epoch number = 1 ,Size: 0.6173 =================

================= Epoch number = 1 ,Size: 0.6187 =================

================= Epoch number = 1 ,Size: 0.6200 =================

================= Epoch number = 1 ,Size: 0.6213 =================

================= Epoch number = 1 ,Size: 0.6227 =================

================= Epoch number = 1 ,Size: 0.6240 =================

================= Epoch number = 1 ,Size: 0.6253 =================

================= Epoch number = 1 ,Size: 0.6267 =================

================= Epoch number = 1 ,Size: 0.6280 =================
New best validation accuracy: 0.2855 at iteration 470






================= Epoch number = 1 ,Size: 0.6293 =================

================= Epoch number = 1 ,Size: 0.6307 =================

